country,country_short,region_wb,pop_log,obesity_m,obesity_f,overw_m,overw_f,BMI_m,BMI_f,flex,indiv,yr_sch_m,yr_sch_f,globaliz,uneven_eco_dev,gdppc_ln,undernourish,rice,mcdonalds,temp_avg,wgi_avg,share_animal_prot,vegies_fruits,hf_efiscore,wdi_emp_agr_m,wdi_emp_ind_m,wdi_emp_ser_m,wdi_emp_agr_f,wdi_emp_ind_f,wdi_emp_ser_f,healthexp_perc_gdp,wdi_popurb_share,wdi_smok_m,wdi_smok_f,indiv_welzel,self_expr_val,emancip_val,autonomy,indiv_hofstd,culture_zone,fi_ftradeint,fh_pair,cool_water_ind,hist_path_load,migr_dist_ea,irrig_dep,relig_imp,secular_rational
Paraguay,PRY,Latin America and Caribbean,15.71593697058841,16.6,22.9,53,52.7,26.4,26.8,NA,NA,8.5,8.5,63,8.4,9.347577390281268,7.4,8.800000190734863,0.27,23.55,-0.48166666666666663,5.280799865722656,121.0999984741211,NA,NA,NA,NA,NA,NA,NA,6.74699259,NA,NA,NA,NA,NA,NA,NA,NA,Latin America,7.160958766937256,10,0.2538450851463243,0.17,0.4071,0.25197678804397583,NA,NA
Peru,PER,Latin America and Caribbean,17.23227740403175,14.8,23.7,54.1,59.6,26.1,27,-186.7187953762642,-117,9.7,8.6,69,7.3,9.356343666096025,5.9,75.23999786376953,0.13,19.6,-0.16333333333333333,4.005929946899414,197.34000396728516,68.5999984741211,28,23.299999237060547,48.70000076293945,22.799999237060547,10.600000381469727,66.5999984741211,5.03110838,0.7691100279774717,NA,NA,19.1,-0.39,0.4275295809004236,-0.28000000000000025,16,Latin America,8.622920989990234,10,0.21929624560002448,0.16,0.4071,0.0247256588190794,1.7121338912133892,-1.025
Philippines,PHL,East Asia and Pacific,18.441592618551315,5,7.2,25.4,28.3,22.7,23.4,-3.7409482816416437,-126,9.1,9.5,65,6.2,8.880029117468442,13.3,173.99000549316406,0.54,25.85,-0.23833333333333334,3.8677000999450684,162.43999481201172,56.20000076293945,40.5,18.200000762939453,41.20000076293945,21.799999237060547,9.899999618530273,68.30000305175781,4.32136869,0.48647999150724197,44,10,22.5,0.09,0.3801526413065838,-0.5550000000000002,32,South Asia,6.676741123199463,10,0.10717632954448887,0.51,0.3338116824535465,0.002419515047222376,1.1591666666666667,-1.33
Poland,POL,Europe and Central Asia,17.452739074796696,23.2,21.9,65,50.8,27.3,25.9,8.568818072292386,-15,12.2,12.3,80,3.5,10.198244538659871,1,1.149999976158142,1,7.85,0.8566666666666667,6.174439907073975,179.29999542236328,64.0999984741211,13.100000381469727,41.79999923706055,45,12.5,16.100000381469727,71.30000305175781,6.39785814,0.6094499944007498,38,27,29.7,0.193333333,0.40021075296195524,-0.04500000000000037,60,South and East Europe,7.422008514404297,14,0.5009149271960133,-0.78,0.4455940628394799,0,1.8168574401664932,-0.396666667
Portugal,PRT,Europe and Central Asia,16.153277063262863,19.8,20.9,62.5,51.6,26.1,25.2,-24.08063450209872,30,9,9.1,83,2.9,10.297858008638679,1,21.59000015258789,1.4,15.15,1.0433333333333332,7.740009784698486,252.8499984741211,64,11.100000381469727,37.79999923706055,51.099998474121094,10.699999809265137,16.200000762939453,73,8.97663212,0.605060010782079,30,15,40.8,0.3,0.3965704708036587,0.645,27,South and East Europe,8.092826843261719,15,0.43219237848055897,0.63,0.3845821828168704,0.04393390193581581,NA,-0.185
Qatar,QAT,Middle East and North Africa,14.757745021891372,31.8,42.6,70.4,73,28.7,30,NA,NA,9.4,11.1,75,5.2,11.44001062690271,NA,NA,1.7,27.15,0.525,NA,NA,70.5,1.5,61,37.400001525878906,0,4.099999904632568,95.9000015258789,3.17197657,0.9865497941662432,NA,NA,1.4,NA,0.270000814640112,NA,NA,Arab,7.668158054351807,4,0.12116138759797797,-0.25,0.1851030352488231,1,1.0132075471698114,NA
South Korea,KOR,East Asia and Pacific,17.74762922618088,4.3,4.7,33.5,26.2,24.3,23.1,174.00083895666566,25,12.9,11.4,78,3.5,10.542917450590085,1,123.72000122070312,0.87,11.5,0.7016666666666667,5.53449010848999,274.4499931335449,69.80000305175781,6.400000095367432,20.200000762939453,73.4000015258789,6.900000095367432,12.5,80.5999984741211,6.65271664,0.829329990013432,NA,NA,35,-0.403333333,0.4245751650783615,0.1599999999999997,18,East Asia,7.596484661102295,12,0.27377803524366057,-0.28,0.5678023375876615,0,2.3618807724601174,1.143333333
Moldova,MDA,Europe and Central Asia,14.857386696567714,15.7,20.8,52.9,49.8,26.5,27.2,NA,NA,11.5,11.6,68,5.3,9.132919225007598,NA,3.8499999046325684,0.14,9.45,-0.38,5.193809986114502,135.9499969482422,55.70000076293945,30.5,24.899999618530273,37.79999923706055,24.5,12.300000190734863,54.599998474121094,8.55763531,0.46935987613856645,43,5,27.2,-1.54,0.3765972604629135,NA,NA,South and East Europe,6.793824672698975,9,0.38487185659216255,-0.37,0.3698509716941913,0.0552055686712265,NA,0.14
Romania,ROU,Europe and Central Asia,16.801980871683394,22.7,21.3,63.6,50.7,26.8,26.7,-64.22501880303932,-19,11.3,10.5,80,4.7,9.981882749963502,1,4.71999979019165,0.36,8.8,0.24833333333333332,5.623589992523193,273.5899963378906,64.69999694824219,29.100000381469727,35.5,35.400001525878906,31.399999618530273,20.200000762939453,48.5,4.94264841,0.5279199670941763,38,18,34.7,-1.006666667,0.40348069795257346,0.25000000000000044,30,South and East Europe,8.002074241638184,12,0.3844400945665159,-0.37,0.37197673408225596,NA,1.6615487316421895,-0.256666667
Russia,RUS,Europe and Central Asia,18.78599633970678,17.6,26.7,57.6,55.5,25.8,26.5,48.08726638323886,-21,11.9,11.7,72,6.4,10.089344519064321,1,8.010000228881836,0.44,-5.1,-0.7583333333333333,6.686110019683838,175.11000061035156,50.5,10.5,38.400001525878906,51.099998474121094,6.699999809265137,19.100000381469727,74.19999694824219,5.29560423,0.7365200253682532,59,25,39.2,-0.803333333,0.3754347855824258,0.09499999999999975,39,Central Asia,5.72679615020752,7,0.3765260227845394,-0.64,0.6653352000054129,0.15451936423778534,2.6366328257191203,0.416666667
Rwanda,RWA,Sub-Saharan Africa,16.24640671635431,1.8,8.9,15.1,32.7,21.2,22.7,NA,NA,4.6,3.5,51,8.2,7.503289630675082,35.3,11.069999694824219,NA,17.85,-0.04166666666666665,1.0035899877548218,294.9099998474121,NA,NA,NA,NA,NA,NA,NA,6.86232901,NA,NA,NA,15.9,-0.865,0.31603378613314825,NA,NA,Africa,6.862518787384033,7,0.02108270909597821,1.05,0.09163173047130167,0.0011761182686313987,1.9102815979043877,-1.205
St. Kitts & Nevis,KNA,Latin America and Caribbean,10.843572932976,14.7,29.4,44.2,58.6,28.1,30.5,NA,NA,NA,NA,51,NA,10.08255381660941,NA,23.920000076293945,NA,24.5,0.485,7.31620979309082,77.4000015258789,NA,NA,NA,NA,NA,NA,NA,5.31862164,NA,NA,NA,NA,NA,NA,NA,NA,Latin America,NA,14,0.36810520625214765,NA,0.1371,NA,NA,NA
St. Lucia,LCA,Latin America and Caribbean,12.095872660731388,11.5,26.3,38.6,55.6,29.4,30.2,NA,NA,8.2,8.7,55,NA,9.514289416891836,NA,9.550000190734863,NA,25.5,0.5650000000000001,7.802700042724609,109.38000106811523,NA,NA,NA,NA,NA,NA,NA,4.60818338,NA,NA,NA,NA,NA,NA,NA,NA,Latin America,NA,14,0.32160618032236626,NA,0.1371,NA,NA,NA
St. Vincent & Grenadines,VCT,Latin America and Caribbean,11.600340926973178,15.9,30.4,48,60.5,26.2,28.1,NA,NA,NA,NA,51,NA,9.362374527831681,5.7,33.310001373291016,NA,26.8,0.5883333333333334,6.330190181732178,180.47999572753906,NA,NA,NA,NA,NA,NA,NA,4.08409452,NA,NA,NA,NA,NA,NA,NA,NA,Latin America,NA,14,0.3165651552470043,NA,0.1371,NA,NA,NA
Samoa,WSM,East Asia and Pacific,12.173084469703193,39.2,54.5,73.1,81.6,30.3,33.9,NA,NA,NA,NA,51,5.4,8.671115273688494,4.5,13.399999618530273,0.5,26.7,0.5566666666666666,7.251349925994873,201.01000213623047,NA,NA,NA,NA,NA,NA,NA,5.6747098,NA,NA,NA,NA,NA,NA,NA,NA,Oceania,NA,12,0.19885426985294977,-0.41,NA,NA,NA,NA
São Tomé & Príncipe,STP,Sub-Saharan Africa,12.20326370414556,6.9,16.4,27.5,41,23.8,25.5,NA,NA,6.3,5,46,6.5,8.252706676567644,12.8,34.45000076293945,NA,23.75,-0.31833333333333336,2.6500000953674316,221.9199924468994,NA,NA,NA,NA,NA,NA,NA,5.34009647,NA,NA,NA,NA,NA,NA,NA,NA,Africa,NA,10,NA,-0.19,NA,NA,NA,NA
Saudi Arabia,SAU,Middle East and North Africa,17.272384685968646,30,41.7,67.7,71.4,27.9,29.2,NA,NA,10,8.9,66,5.8,10.791605121726688,3.7,51.959999084472656,0.79,24.65,-0.34500000000000003,4.906909942626953,133.3000030517578,66.19999694824219,4.900000095367432,25.600000381469727,69.5,0.20000000298023224,2,97.69999694824219,5.99834013,0.820839955759673,38,1,12.5,NA,0.3278889306956222,NA,NA,Arab,7.236209392547607,2,0.09443007760360489,0.24,0.14875170581465966,1,NA,NA
Senegal,SEN,Sub-Saharan Africa,16.49505496887976,3.8,12.5,19.1,35.2,21.8,23.9,NA,NA,3.8,1.9,61,7.3,7.9966538754626075,9.8,122.66000366210937,NA,27.85,-0.08499999999999999,2.4837100505828857,80.88999938964844,NA,NA,NA,NA,NA,NA,NA,4.38257313,NA,NA,NA,NA,NA,NA,-1.31,NA,Africa,6.721829414367676,9,0.07457985004522295,0.78,0.146084186508987,0.05846729502081871,NA,NA
Serbia,SRB,Europe and Central Asia,15.77495484879656,20.6,21.5,63.2,50.2,26.6,25.5,NA,58,11.5,10.6,76,5.3,9.61059191303146,4.1,1.4600000381469727,0.43,10.55,0.058333333333333334,5.85483980178833,182.02999877929687,58,23.200000762939453,33.400001525878906,43.400001525878906,20.899999618530273,16.100000381469727,63,8.81929588,0.5603299542092943,38,27,40.5,-0.675,0.43,0.6400000000000001,25,South and East Europe,7.179741859436035,13,0.3726313201810013,NA,0.3718783511299294,NA,NA,NA
Seychelles,SYC,Sub-Saharan Africa,11.444850029652843,7.3,20,28,44.4,25.4,27.9,NA,NA,NA,NA,62,6,10.088596886532404,NA,NA,NA,27.15,0.36333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.58823824,NA,NA,NA,NA,NA,NA,NA,NA,Africa,NA,11,0.08731670537885589,-0.63,NA,NA,NA,NA
Sierra Leone,SLE,Sub-Saharan Africa,15.78568242539465,3.6,12.8,18.7,35.3,21.9,23.5,NA,NA,4.2,2.6,46,8.8,7.369600720526409,25.8,189.58999633789062,NA,26.05,-0.6950000000000001,2.474210023880005,80.03999710083008,NA,NA,NA,NA,NA,NA,NA,20.41341209,NA,NA,NA,NA,NA,NA,NA,NA,Africa,6.036202430725098,9,0.05869621706756123,0.92,0.10647907631918986,0.0012252706801518798,NA,NA
Singapore,SGP,East Asia and Pacific,15.526602485461757,5.6,6.3,35.8,27.3,24.2,23,88.95678497030471,-29,12.1,11,82,4,11.373376000020142,1,NA,2.4,26.45,1.5916666666666666,NA,NA,87.19999694824219,1.5,25.700000762939453,72.80000305175781,0.6000000238418579,16.600000381469727,82.80000305175781,4.18069839,1,NA,NA,30.1,-0.12,0.41268974800496916,-0.41999999999999993,20,East Asia,9.393871307373047,12,0.19832625688517908,0.26,NA,NA,1.8944162436548224,0.09
Slovakia,SVK,Europe and Central Asia,15.506307419138757,20.5,19.7,63.1,48.5,27.3,25.5,NA,NA,12.6,12.3,82,4,10.306416112992295,5.9,2.4100000858306885,0.55,6.8,0.6716666666666666,4.748640060424805,108.52000045776367,69.5,4.400000095367432,50,45.5,1.7999999523162842,21.100000381469727,77.0999984741211,6.79333973,0.5483400687164884,39,19,47,0.41,0.42994765311309135,-0.17999999999999972,52,South and East Europe,8.07282829284668,14,0.48657059450592377,-0.78,0.416748225499028,0,NA,0.43
Slovenia,SVN,Europe and Central Asia,14.539929151081072,18.9,20.7,61.5,49.6,26.5,26.5,NA,NA,12.1,11.8,80,3.9,10.362082600698466,1,3.8399999141693115,0.97,8.9,0.88,6.541669845581055,199.36000061035156,64.5999984741211,9,42.599998474121094,47.900001525878906,8.5,20.5,70.69999694824219,8.49823952,0.4995902045462644,28,21,63.2,0.953333333,0.5382691550955794,0.5899999999999999,27,South and East Europe,7.631875991821289,13,0.5851827820102349,-0.78,0.411999421696126,0,2.8163841807909606,0.836666667
Solomon Islands,SLB,East Asia and Pacific,13.309893015236122,17.3,26.5,48.8,59.7,25.6,26.9,NA,NA,NA,NA,39,8.9,7.71244383427499,18.4,92.55000305175781,NA,25.65,-0.31,2.9226300716400146,62,NA,NA,NA,NA,NA,NA,NA,5.19329929,NA,NA,NA,NA,NA,NA,NA,NA,Oceania,NA,12,0.1911658878884358,-0.12,NA,NA,NA,NA
Somalia,SOM,Sub-Saharan Africa,16.439976520903866,3.7,11.8,19.8,35.2,22.4,23.8,NA,NA,NA,NA,30,9,NA,60.3,NA,NA,27.05,-2.1083333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3728900467021503,NA,NA,NA,NA,NA,NA,NA,Arab,NA,0,0.03188633987879263,0.64,0.04486287320062462,0.856463611125946,NA,NA
South Africa,ZAF,Sub-Saharan Africa,17.82984407451159,14.8,39,39.6,64.9,24.9,29.3,-125.8112098931145,-105,10.4,9.9,71,7.4,9.437635294412868,5.2,25.09000015258789,0.44,17.75,0.18833333333333335,4.81535005569458,70.11000061035156,62.70000076293945,5.699999809265137,33,57.70000076293945,3.799999952316284,13.300000190734863,67.30000305175781,8.20090294,0.6154600184660015,28,8,23.3,0.06,0.4006445935792021,-0.3650000000000002,NA,Africa,6.993845462799072,11,0.19274303397229703,0,0.22870755632422177,0.06808845698833466,1.6238505747126437,-0.26
Spain,ESP,Europe and Central Asia,17.653775757615602,24.1,22.5,68.5,53.8,27,24.9,2.1588143677199803,58,9.9,9.6,85,4,10.460585888632798,1,11.680000305175781,1.1,13.3,0.8116666666666666,8.21045970916748,211.97000122070312,70.19999694824219,5.699999809265137,33.900001525878906,60.400001525878906,2.5,9.5,88,9.12686825,0.7728399934594181,33,27,50.1,1.136666667,0.5010667383122435,1.02,51,South and East Europe,7.880513668060303,15,0.47714253907896037,0.13,0.4070552602792068,0.20188355445861816,2.9362786745964318,0.453333333
Sri Lanka,LKA,South Asia,16.858603402878103,2.7,6.9,18.1,26.7,22.4,23.6,NA,NA,11.4,10.3,58,7.6,9.355046592975441,6.8,169.30999755859375,0.033,26.95,-0.095,2.5695199966430664,84.77000045776367,57.099998474121094,30.200000762939453,23.899999618530273,28.299999237060547,37.79999923706055,24.799999237060547,27.200000762939453,3.88992047,0.1504100130731613,31,1,NA,NA,NA,NA,NA,South Asia,6.951676845550537,8,0.12556013274461425,0.52,0.16268688362456113,0.06102844327688217,NA,NA
Suriname,SUR,Latin America and Caribbean,13.234148014138764,18.4,33.2,52.7,63.7,25.3,27.6,NA,NA,9.1,8.9,48,6.6,9.68483390649477,7.7,102.9800033569336,0.35,25.7,-0.12166666666666666,4.123499870300293,163.8499984741211,NA,NA,NA,NA,NA,NA,NA,6.21926689,NA,NA,NA,NA,NA,NA,NA,47,Latin America,NA,10,0.29675309184122955,0.67,0.4071,0.026335714384913445,NA,NA
Sweden,SWE,Europe and Central Asia,16.097809878966537,22.5,17.8,63.7,48.1,26.7,25.3,20.556191363139682,133,12.3,12.5,90,1.8,10.801940126280403,1,6.139999866485596,2,2.1,1.7133333333333334,8.912240028381348,156.75,71.9000015258789,3.0999999046325684,30.799999237060547,65.9000015258789,1,7.599999904632568,91.19999694824219,10.79714203,0.8505600159349533,25,24,100,2.983333333,0.6397908142198316,1.545,71,North Europe and Anglo,8.257597923278809,16,0.7291841468846628,-0.91,0.546107935526587,0,3.006700167504188,1.41
Switzerland,CHE,Europe and Central Asia,15.929642856482122,21.7,16.6,62.2,45.6,26.6,23.7,-20.979307974281163,105,13.9,13,91,2.7,11.065684782829349,1,2.6500000953674316,2,5.5,1.7883333333333333,7.050429821014404,175.0199966430664,81.9000015258789,4,30.399999618530273,61.400001525878906,2.4000000953674316,10.100000381469727,82.19999694824219,11.36931515,0.7363799374535858,31,22,67.2,2.16,0.5610131804616636,1.1100000000000003,68,North Europe and Anglo,7.387680530548096,15,0.6418931752614766,-1.05,0.4430450769694634,0,NA,0.56
Syria,SYR,Middle East and North Africa,16.705738472182098,20.2,34.1,56.5,64.8,27.3,29.1,NA,NA,5.6,4.6,51,7,NA,NA,NA,NA,17.75,-1.8483333333333334,NA,NA,51.29999923706055,13.199999809265137,36.099998474121094,50.70000076293945,22.200000762939453,9.199999809265137,68.5999984741211,NA,0.5567299943787685,NA,NA,NA,NA,NA,NA,NA,Arab,5.914407730102539,5,0.13660445987025857,0.41,0.22804318853833666,0.6108952164649963,NA,NA
Tajikistan,TJK,Europe and Central Asia,15.950152507563171,11.1,16.1,43.5,45.6,25.7,26.1,NA,NA,11,10,46,5.6,8.003697339094368,NA,11.760000228881836,NA,2,-1.085,3.8655200004577637,216.97999954223633,53.5,NA,NA,NA,NA,NA,NA,6.9073596,0.2649999488680568,NA,NA,NA,NA,NA,NA,NA,Ottoman-Persian,NA,4,0.003271451487314846,0.02,0.37243140815851344,0.13534387946128845,NA,NA
Thailand,THA,East Asia and Pacific,18.045471074019353,6.5,12.1,28.1,34.7,23.8,24.9,87.14506224317168,-121,7.8,7.4,71,5.8,9.669156655581341,7.3,179.52999877929687,0.35,26.3,-0.32666666666666666,3.5703999996185303,129.3400001525879,64.69999694824219,40.099998474121094,22.700000762939453,37.099998474121094,36,18.200000762939453,45.70000076293945,3.66789317,0.3372999821271294,46,3,20.8,-0.06,0.3692881251284938,-0.19499999999999984,20,South Asia,6.814978122711182,10,0.10258661830962337,0.52,0.2857297546646411,0.0049122595228254795,1.5699916177703268,-0.21
